2025-11-28 01:30:44 | INFO | root | Purifying autoattack on thubenchmark with eegnet
2025-11-28 01:30:44 | INFO | root | Namespace(dataset='thubenchmark', model='eegnet', fold=0, attack='autoattack', batch_size=32, seed=42, gpu_id=0, config='PTR_8_2048_rank50.yaml', sample_num=512)
2025-11-28 01:30:44 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/thubenchmark_EA.
2025-11-28 01:30:45 | INFO | root | Dataset: thubenchmark
2025-11-28 01:30:45 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/kfold_split.
2025-11-28 01:30:45 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-28 01:30:45 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/thubenchmark_split/test_val_split_0.
2025-11-28 01:30:45 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2025-11-28 01:30:46 | INFO | root | Adversarial and clean data loaded, ad_data shape: torch.Size([512, 1, 64, 1500]), clean_data shape: torch.Size([512, 1, 64, 1500])
2025-11-28 01:30:46 | INFO | root | Model: eegnet, fold: 0
2025-11-28 01:30:46 | INFO | root | Adversarial data accuracy: 0.177734375, loss: 5.099132791161537
2025-11-28 01:30:46 | INFO | root | Clean data accuracy: 0.927734375, loss: 0.21533196786185727
2025-11-28 01:30:46 | INFO | root | Purifying data 0, original shape: torch.Size([64, 1500, 1]), new shape: torch.Size([64, 1920, 1])
2025-11-28 01:30:46 | INFO | root | End purification for resolution 8*8, loss=0.10255903005599976
2025-11-28 01:30:47 | INFO | root | End purification for resolution 16*16, loss=0.27383074164390564
2025-11-28 01:30:47 | INFO | root | End purification for resolution 32*32, loss=0.4219728112220764
2025-11-28 01:30:47 | INFO | root | End purification for resolution 64*64, loss=0.12585562467575073
2025-11-28 01:30:47 | INFO | root | Training time: 1.2095673084259033, loss: 0.12585562467575073, params_num: 135000
2025-11-28 01:30:47 | INFO | root | 
2025-11-28 01:30:47 | INFO | root | Purifying data 1, original shape: torch.Size([64, 1500, 1]), new shape: torch.Size([64, 1920, 1])
2025-11-28 01:30:48 | INFO | root | End purification for resolution 8*8, loss=0.15234912931919098
2025-11-28 01:30:48 | INFO | root | End purification for resolution 16*16, loss=0.29767170548439026
2025-11-28 01:30:48 | INFO | root | End purification for resolution 32*32, loss=0.3865557610988617
2025-11-28 01:30:49 | INFO | root | End purification for resolution 64*64, loss=0.11003487557172775
2025-11-28 01:30:49 | INFO | root | Training time: 1.1849453449249268, loss: 0.11003487557172775, params_num: 135000
2025-11-28 01:30:49 | INFO | root | 
2025-11-28 01:30:49 | INFO | root | Purifying data 2, original shape: torch.Size([64, 1500, 1]), new shape: torch.Size([64, 1920, 1])
